#   Ef[Ry]      T[K]                  N[e/uc]        DOS(ef)[1/(Ha*uc)]                    S[V/K]   sigma/tau0[1/(ohm*m*s)]                RH[m**3/C]    kappae/tau0[W/(m*K*s)]             cv[J/(mol*K)]             chi[m**3/mol]
 -0.501066       100                  30.4952                   23.9493               1.37739e-05               1.07718e+20               1.39104e-09               2.31229e+14                   0.18015               2.86199e-12
 -0.501066       200                  30.4961                   22.7118               5.76639e-06                1.0355e+20              -7.81932e-10               5.12281e+14                  0.398466               2.71411e-12
 -0.501066       300                  30.4957                   22.6817               5.63861e-06               1.03982e+20              -9.40874e-10               7.66723e+14                  0.601094               2.71052e-12
 -0.501066       400                   30.495                   22.7528               6.95037e-06               1.04161e+20              -9.90764e-10               1.01294e+15                  0.803026               2.71901e-12
 -0.501066       500                   30.494                   22.8084               8.23931e-06               1.04111e+20              -1.01299e-09               1.25478e+15                   1.00989               2.72566e-12
 -0.501066       600                  30.4927                   22.8624               9.49378e-06               1.03951e+20              -1.01373e-09               1.49113e+15                   1.22424               2.73211e-12
 -0.501066       700                  30.4911                   22.9255               1.07563e-05               1.03727e+20              -1.00379e-09               1.71972e+15                   1.44844               2.73966e-12
 -0.501066       800                  30.4891                   23.0028               1.20418e-05               1.03454e+20              -9.90382e-10               1.93799e+15                   1.68436               2.74888e-12
 -0.501066       900                  30.4868                   23.0964               1.33537e-05               1.03132e+20              -9.76841e-10               2.14336e+15                   1.93255               2.76007e-12
 -0.501066      1000                   30.484                   23.2069               1.46911e-05               1.02761e+20              -9.64452e-10               2.33358e+15                   2.19178               2.77327e-12
 -0.501066      1100                  30.4808                   23.3334               1.60496e-05               1.02335e+20              -9.53646e-10               2.50683e+15                   2.45916                2.7884e-12
 -0.501066      1200                  30.4772                    23.474               1.74209e-05               1.01852e+20              -9.44529e-10               2.66187e+15                   2.73061                2.8052e-12
 -0.501066      1300                  30.4731                   23.6258               1.87929e-05                1.0131e+20              -9.37087e-10               2.79803e+15                   3.00147               2.82334e-12
 -0.501066      1400                  30.4687                   23.7852               2.01507e-05               1.00708e+20              -9.31252e-10               2.91519e+15                   3.26708               2.84238e-12
 -0.499509       100                  30.4621                   21.0512               -7.0917e-06               9.21354e+19               -2.0212e-09               2.87587e+14                  0.223739               2.51567e-12
 -0.499509       200                  30.4609                    22.532               7.72554e-07               1.03641e+20              -7.75822e-10               5.26192e+14                  0.410709               2.69262e-12
 -0.499509       300                  30.4601                   22.8769               4.74789e-06               1.04929e+20              -7.32212e-10               7.72235e+14                  0.607578               2.73384e-12
 -0.499509       400                  30.4592                   22.9899               6.98582e-06               1.05062e+20              -8.24042e-10                1.0223e+15                  0.813675               2.74735e-12
 -0.499509       500                  30.4581                   23.0637               8.64865e-06               1.05012e+20              -8.97129e-10               1.26802e+15                    1.0254               2.75617e-12
 -0.499509       600                  30.4567                   23.1339               1.01229e-05               1.04877e+20              -9.33754e-10               1.50702e+15                   1.24471               2.76456e-12
 -0.499509       700                   30.455                   23.2119               1.15458e-05               1.04675e+20              -9.46967e-10               1.73726e+15                   1.47437               2.77387e-12
 -0.499509       800                  30.4529                    23.303               1.29678e-05               1.04413e+20              -9.48375e-10               1.95631e+15                   1.71637               2.78476e-12
 -0.499509       900                  30.4504                   23.4101               1.44077e-05               1.04094e+20               -9.4449e-10               2.16169e+15                   1.97098               2.79756e-12
 -0.499509      1000                  30.4474                   23.5339               1.58709e-05               1.03715e+20              -9.38558e-10               2.35121e+15                   2.23641               2.81236e-12
 -0.499509      1100                   30.444                   23.6736               1.73551e-05               1.03274e+20              -9.32184e-10               2.52316e+15                    2.5092               2.82905e-12
 -0.499509      1200                  30.4402                   23.8268               1.88522e-05                1.0277e+20              -9.26185e-10               2.67641e+15                   2.78478               2.84736e-12
 -0.499509      1300                  30.4359                   23.9903               2.03496e-05               1.02202e+20               -9.2099e-10               2.81045e+15                   3.05819               2.86689e-12
 -0.499509      1400                  30.4312                   24.1601               2.18317e-05                1.0157e+20              -9.16814e-10               2.92527e+15                    3.3246               2.88719e-12
 -0.497951       100                   30.426                   23.1962              -6.62659e-06               1.22214e+20              -1.48052e-09               2.16474e+14                  0.170122               2.77199e-12
 -0.497951       200                  30.4247                   23.2359               1.35116e-06                1.0805e+20              -4.28201e-10               5.00387e+14                  0.392863               2.77674e-12
 -0.497951       300                  30.4239                   23.2334               5.06974e-06               1.06302e+20              -5.15376e-10               7.71027e+14                  0.609627               2.77645e-12
 -0.497951       400                   30.423                   23.2802               7.25335e-06               1.06013e+20              -7.01296e-10               1.02945e+15                  0.823759               2.78204e-12
 -0.497951       500                  30.4218                   23.3487               9.05872e-06               1.05899e+20              -8.09428e-10               1.27946e+15                   1.04117               2.79023e-12
 -0.497951       600                  30.4203                   23.4281               1.07109e-05               1.05763e+20              -8.64934e-10               1.52113e+15                   1.26605               2.79971e-12
 -0.497951       700                  30.4184                   23.5187               1.23008e-05                1.0557e+20               -8.9246e-10                1.7529e+15                   1.50179               2.81054e-12
 -0.497951       800                  30.4161                   23.6235               1.38758e-05               1.05313e+20              -9.05158e-10               1.97248e+15                   1.75042               2.82306e-12
 -0.497951       900                  30.4134                   23.7446               1.54597e-05                1.0499e+20               -9.0986e-10               2.17752e+15                   2.01179               2.83754e-12
 -0.497951      1000                  30.4103                   23.8826               1.70618e-05                 1.046e+20              -9.10288e-10               2.36594e+15                   2.28352               2.85403e-12
 -0.497951      1100                  30.4067                   24.0362                1.8682e-05               1.04142e+20              -9.08583e-10               2.53617e+15                   2.56152               2.87238e-12
 -0.497951      1200                  30.4026                   24.2026               2.03128e-05               1.03613e+20              -9.06028e-10               2.68726e+15                   2.84076               2.89226e-12
 -0.497951      1300                   30.398                    24.378               2.19414e-05               1.03016e+20              -9.03409e-10               2.81883e+15                     3.116               2.91323e-12
 -0.497951      1400                   30.393                   24.5582               2.35517e-05               1.02351e+20              -9.01198e-10               2.93103e+15                   3.38235               2.93476e-12
 -0.496393       100                  30.3863                   25.7229               1.92895e-05               1.07329e+20               3.42931e-09               2.58041e+14                  0.204745               3.07395e-12
 -0.496393       200                  30.3876                    23.896               7.88749e-06               1.07205e+20               4.43142e-10               5.20387e+14                  0.410203               2.85562e-12
 -0.496393       300                  30.3872                   23.5871               6.29543e-06               1.06976e+20              -4.44323e-10               7.80272e+14                  0.620369               2.81872e-12
 -0.496393       400                  30.3863                   23.5941               7.69998e-06               1.06847e+20              -6.81592e-10               1.03816e+15                  0.836261               2.81955e-12
 -0.496393       500                   30.385                   23.6608               9.49764e-06               1.06745e+20              -7.68385e-10               1.29008e+15                    1.0581               2.82752e-12
 -0.496393       600                  30.3833                   23.7478               1.12893e-05                1.0661e+20              -8.15482e-10               1.53362e+15                    1.2886               2.83791e-12
 -0.496393       700                  30.3813                   23.8498               1.30431e-05               1.06417e+20              -8.45373e-10               1.76647e+15                   1.53088               2.85011e-12
 -0.496393       800                  30.3789                   23.9679               1.47799e-05               1.06156e+20              -8.64187e-10               1.98623e+15                    1.7866               2.86422e-12
 -0.496393       900                   30.376                   24.1034               1.65193e-05               1.05823e+20               -8.7526e-10               2.19054e+15                   2.05503               2.88041e-12
 -0.496393      1000                  30.3726                    24.256               1.82714e-05               1.05416e+20               -8.8114e-10               2.37746e+15                   2.33306               2.89865e-12
 -0.496393      1100                  30.3687                   24.4239               2.00368e-05               1.04934e+20              -8.83793e-10               2.54558e+15                   2.61598               2.91872e-12
 -0.496393      1200                  30.3643                   24.6038               2.18085e-05               1.04378e+20              -8.84651e-10               2.69414e+15                   2.89829               2.94021e-12
 -0.496393      1300                  30.3595                   24.7912               2.35738e-05               1.03748e+20              -8.84706e-10               2.82293e+15                   3.17456               2.96261e-12
 -0.496393      1400                  30.3542                   24.9815               2.53161e-05               1.03047e+20              -8.84617e-10               2.93226e+15                   3.43986               2.98535e-12
 -0.494836       100                   30.352                   21.8178              -5.09749e-06               9.77632e+19               1.66189e-09               2.79551e+14                  0.220289               2.60727e-12
 -0.494836       200                  30.3509                   23.5177               3.39042e-06               1.06096e+20              -8.53608e-10                5.3992e+14                   0.42786               2.81042e-12
 -0.494836       300                  30.3501                   23.8265               6.06028e-06               1.07479e+20              -8.58088e-10               7.90936e+14                  0.633363               2.84733e-12
 -0.494836       400                   30.349                   23.9158               7.97725e-06               1.07614e+20              -7.78442e-10               1.04709e+15                  0.850402                 2.858e-12
 -0.494836       500                  30.3476                   23.9985               9.92741e-06               1.07551e+20              -7.63793e-10               1.29982e+15                   1.07633               2.86788e-12
 -0.494836       600                  30.3458                   24.0952               1.18727e-05               1.07417e+20              -7.81529e-10               1.54447e+15                   1.31261               2.87944e-12
 -0.494836       700                  30.3436                   24.2084               1.37921e-05               1.07215e+20              -8.06033e-10               1.77788e+15                   1.56182               2.89296e-12
 -0.494836       800                   30.341                   24.3396                1.5696e-05               1.06942e+20              -8.27069e-10               1.99734e+15                   1.82505               2.90864e-12
 -0.494836       900                  30.3379                   24.4895               1.75989e-05               1.06591e+20              -8.42295e-10               2.20049e+15                   2.10074               2.92655e-12
 -0.494836      1000                  30.3343                   24.6571               1.95093e-05               1.06161e+20              -8.52362e-10               2.38548e+15                   2.38498               2.94658e-12
 -0.494836      1100                  30.3301                   24.8397               2.14276e-05                1.0565e+20              -8.58688e-10               2.55111e+15                   2.67238                2.9684e-12
 -0.494836      1200                  30.3255                   25.0331               2.33466e-05                1.0506e+20               -8.6263e-10               2.69679e+15                   2.95705               2.99151e-12
 -0.494836      1300                  30.3203                   25.2323               2.52533e-05               1.04393e+20               -8.6525e-10               2.82252e+15                    3.2334               3.01532e-12
 -0.494836      1400                  30.3147                    25.432               2.71311e-05               1.03653e+20              -8.67301e-10               2.92875e+15                    3.4966               3.03919e-12
 -0.493278       100                  30.3146                   24.0003              -4.93488e-06               1.19183e+20              -8.58511e-09               2.33106e+14                  0.186848               2.86809e-12
 -0.493278       200                  30.3134                   24.0698               2.07789e-06               1.09387e+20              -2.83554e-09               5.20278e+14                  0.416923                2.8764e-12
 -0.493278       300                  30.3124                   24.1848                5.8216e-06               1.08503e+20              -1.23574e-09               7.92714e+14                  0.640769               2.89014e-12
 -0.493278       400                  30.3112                   24.2756               8.20234e-06               1.08421e+20              -8.34007e-10               1.05384e+15                  0.864455               2.90099e-12
 -0.493278       500                  30.3097                   24.3677               1.03655e-05               1.08334e+20              -7.48573e-10               1.30813e+15                   1.09566               2.91199e-12
 -0.493278       600                  30.3077                   24.4735               1.24793e-05               1.08184e+20              -7.49886e-10               1.55354e+15                   1.33824               2.92464e-12
 -0.493278       700                  30.3054                   24.5975               1.45668e-05               1.07964e+20              -7.71717e-10                 1.787e+15                   1.59487               2.93946e-12
 -0.493278       800                  30.3025                   24.7417               1.66407e-05               1.07668e+20              -7.94117e-10               2.00565e+15                   1.86596               2.95669e-12
 -0.493278       900                  30.2992                   24.9062               1.87121e-05               1.07291e+20              -8.11936e-10               2.20715e+15                   2.14901               2.97635e-12
 -0.493278      1000                  30.2952                    25.089               2.07869e-05                1.0683e+20              -8.24863e-10               2.38978e+15                   2.43922                2.9982e-12
 -0.493278      1100                  30.2908                   25.2864               2.28639e-05               1.06284e+20              -8.33959e-10               2.55252e+15                   2.73052               3.02178e-12
 -0.493278      1200                  30.2858                   25.4932               2.49352e-05               1.05655e+20              -8.40451e-10                 2.695e+15                   3.01667               3.04649e-12
 -0.493278      1300                  30.2804                   25.7036               2.69873e-05               1.04946e+20              -8.45366e-10               2.81739e+15                   3.29203               3.07164e-12
 -0.493278      1400                  30.2745                   25.9119               2.90033e-05               1.04163e+20              -8.49461e-10               2.92033e+15                   3.55193               3.09653e-12
  -0.49172       100                  30.2743                   26.0501               1.34668e-05               1.10243e+20               6.53999e-11               2.59879e+14                  0.210215               3.11304e-12
  -0.49172       200                  30.2749                   24.7588                5.9059e-06               1.09338e+20              -9.80183e-10               5.33843e+14                  0.431583               2.95873e-12
  -0.49172       300                  30.2741                   24.6204               6.37488e-06               1.09301e+20              -7.80921e-10               7.98228e+14                  0.652008               2.94219e-12
  -0.49172       400                  30.2728                   24.6801               8.57417e-06               1.09211e+20              -6.92153e-10               1.05975e+15                  0.879517               2.94933e-12
  -0.49172       500                  30.2711                   24.7726               1.08655e-05               1.09085e+20               -6.8854e-10               1.31502e+15                   1.11631               2.96039e-12
  -0.49172       600                   30.269                   24.8854               1.31341e-05               1.08906e+20              -7.12862e-10               1.56076e+15                   1.36576               2.97386e-12
  -0.49172       700                  30.2664                   25.0199                1.5386e-05               1.08657e+20               -7.4117e-10               1.79371e+15                    1.6303               2.98993e-12
  -0.49172       800                  30.2634                   25.1772               1.76301e-05                1.0833e+20              -7.65671e-10               2.01099e+15                   1.90954               3.00874e-12
  -0.49172       900                  30.2597                   25.3567               1.98727e-05               1.07918e+20              -7.84819e-10               2.21032e+15                   2.19993               3.03018e-12
  -0.49172      1000                  30.2555                   25.5549               2.21159e-05               1.07418e+20              -7.99226e-10               2.39013e+15                   2.49568               3.05387e-12
  -0.49172      1100                  30.2508                    25.767               2.43559e-05                1.0683e+20              -8.10058e-10                2.5496e+15                    2.7901               3.07922e-12
  -0.49172      1200                  30.2455                   25.9867               2.65832e-05               1.06157e+20              -8.18441e-10               2.68856e+15                   3.07668               3.10547e-12
  -0.49172      1300                  30.2397                   26.2075               2.87836e-05               1.05402e+20              -8.25283e-10               2.80738e+15                   3.34982               3.13185e-12
  -0.49172      1400                  30.2335                    26.423               3.09398e-05               1.04572e+20              -8.31255e-10               2.90685e+15                   3.60513               3.15761e-12
 -0.490163       100                  30.2377                   23.2815               -5.9625e-06               1.02086e+20               6.68776e-09               2.88319e+14                  0.233712                2.7822e-12
 -0.490163       200                  30.2362                   24.7895               3.08845e-06                1.0942e+20               1.29668e-09               5.44649e+14                  0.444581               2.96241e-12
 -0.490163       300                  30.2351                   25.0345                6.5944e-06               1.10045e+20              -8.79104e-11               8.03432e+14                  0.664183               2.99168e-12
 -0.490163       400                  30.2337                   25.1184               9.05264e-06               1.09953e+20              -4.80748e-10               1.06503e+15                  0.895944               3.00171e-12
 -0.490163       500                  30.2319                   25.2136               1.14504e-05               1.09789e+20              -6.17497e-10               1.32068e+15                   1.13869               3.01309e-12
 -0.490163       600                  30.2296                    25.333               1.38557e-05               1.09572e+20              -6.80602e-10               1.56612e+15                   1.39551               3.02735e-12
 -0.490163       700                  30.2268                   25.4782               1.62658e-05               1.09286e+20              -7.17649e-10               1.79794e+15                   1.66843                3.0447e-12
 -0.490163       800                  30.2235                   25.6492               1.86789e-05               1.08919e+20              -7.42855e-10               2.01325e+15                   1.95603               3.06514e-12
 -0.490163       900                  30.2195                   25.8441               2.10939e-05               1.08463e+20              -7.61396e-10               2.20985e+15                   2.25354               3.08842e-12
 -0.490163      1000                   30.215                    26.058               2.35078e-05               1.07918e+20              -7.75688e-10               2.38636e+15                   2.55421               3.11399e-12
 -0.490163      1100                  30.2099                   26.2846               2.59136e-05               1.07281e+20              -7.87147e-10               2.54216e+15                   2.85076               3.14107e-12
 -0.490163      1200                  30.2043                   26.5165               2.82995e-05               1.06558e+20              -7.96728e-10                2.6773e+15                   3.13654               3.16879e-12
 -0.490163      1300                  30.1981                   26.7464               3.06502e-05               1.05753e+20              -8.05107e-10               2.79234e+15                   3.40609               3.19625e-12
 -0.490163      1400                  30.1916                   26.9673               3.29478e-05               1.04872e+20              -8.12769e-10                2.8882e+15                   3.65541               3.22266e-12
 -0.488605       100                  30.1971                   26.1094              -2.13403e-07               1.25211e+20              -2.64552e-10               2.30145e+14                  0.190434               3.12014e-12
 -0.488605       200                  30.1964                   25.5915               4.73864e-06               1.12232e+20               4.90941e-10               5.27417e+14                  0.437462               3.05824e-12
 -0.488605       300                  30.1954                   25.5341               7.27535e-06               1.10886e+20              -8.27328e-11               8.05271e+14                  0.675339               3.05138e-12
 -0.488605       400                  30.1939                   25.5932               9.64031e-06                1.1063e+20              -4.45163e-10               1.06962e+15                  0.913941               3.05845e-12
 -0.488605       500                  30.1919                   25.6908               1.21158e-05               1.10425e+20              -6.03983e-10               1.32517e+15                   1.16317               3.07011e-12
 -0.488605       600                  30.1894                   25.8181               1.46517e-05               1.10169e+20              -6.72686e-10                1.5696e+15                    1.4279               3.08532e-12
 -0.488605       700                  30.1864                    25.975               1.72175e-05               1.09839e+20              -7.06411e-10               1.79959e+15                    1.7096               3.10407e-12
 -0.488605       800                  30.1828                   26.1608               1.97992e-05               1.09425e+20              -7.26731e-10               2.01227e+15                   2.00562               3.12627e-12
 -0.488605       900                  30.1785                   26.3717               2.23875e-05               1.08919e+20              -7.41619e-10               2.20557e+15                   2.30985               3.15148e-12
 -0.488605      1000                  30.1737                   26.6015               2.49739e-05                1.0832e+20              -7.54009e-10               2.37831e+15                   2.61458               3.17895e-12
 -0.488605      1100                  30.1682                   26.8423               2.75471e-05               1.07629e+20              -7.65035e-10               2.53007e+15                   2.91204               3.20771e-12
 -0.488605      1200                  30.1622                   27.0854               3.00932e-05                1.0685e+20              -7.75202e-10                2.6611e+15                   3.19557               3.23676e-12
 -0.488605      1300                  30.1557                   27.3226               3.25952e-05                1.0599e+20              -7.84793e-10               2.77215e+15                   3.46001               3.26511e-12
 -0.488605      1400                  30.1488                   27.5468               3.50345e-05               1.05056e+20                 -7.94e-10               2.86429e+15                   3.70186               3.29191e-12
 -0.487047       100                  30.1551                     27.15               1.71291e-05               1.06661e+20              -2.11013e-09               2.76173e+14                  0.232685               3.24448e-12
 -0.487047       200                  30.1558                   26.0912               7.67126e-06               1.10593e+20              -8.62155e-10               5.51293e+14                  0.463476               3.11796e-12
 -0.487047       300                  30.1548                   26.0249               7.89156e-06               1.11272e+20              -5.82039e-10               8.12864e+14                  0.692408               3.11004e-12
 -0.487047       400                  30.1532                   26.0985               1.02371e-05               1.11199e+20              -6.21744e-10               1.07406e+15                  0.934127               3.11883e-12
 -0.487047       500                  30.1511                   26.2051               1.28412e-05                1.1098e+20              -6.71823e-10               1.32839e+15                   1.19004               3.13157e-12
 -0.487047       600                  30.1484                   26.3428               1.55223e-05               1.10683e+20              -6.96725e-10               1.57108e+15                   1.46325               3.14802e-12
 -0.487047       700                  30.1451                   26.5134               1.82486e-05               1.10304e+20              -7.08429e-10               1.79851e+15                   1.75412               3.16841e-12
 -0.487047       800                  30.1412                   26.7152                2.1001e-05               1.09836e+20               -7.1636e-10               2.00791e+15                   2.05845               3.19253e-12
 -0.487047       900                  30.1366                   26.9431               2.37642e-05               1.09272e+20              -7.24334e-10               2.19734e+15                   2.36877               3.21977e-12
 -0.487047      1000                  30.1314                    27.189               2.65241e-05               1.08613e+20               -7.3329e-10               2.36583e+15                   2.67643               3.24915e-12
 -0.487047      1100                  30.1255                   27.4432               2.92658e-05               1.07862e+20              -7.43126e-10               2.51319e+15                   2.97335               3.27953e-12
 -0.487047      1200                  30.1191                    27.696               3.19728e-05               1.07024e+20               -7.5351e-10               2.63986e+15                   3.25299               3.30973e-12
 -0.487047      1300                  30.1123                   27.9384               3.46264e-05               1.06105e+20               -7.6415e-10               2.74676e+15                   3.51066                3.3387e-12
 -0.487047      1400                  30.1051                    28.163               3.72072e-05               1.05115e+20              -7.74858e-10               2.83508e+15                   3.74349               3.36554e-12
  -0.48549       100                  30.1174                   23.9023              -1.28652e-05               1.04711e+20              -1.59252e-09                2.8881e+14                  0.245345               2.85638e-12
  -0.48549       200                   30.115                   26.1349               2.24197e-06               1.11353e+20              -1.40436e-09               5.52555e+14                   0.47121               3.12319e-12
  -0.48549       300                  30.1135                   26.5272               7.75184e-06               1.11883e+20                -1.055e-09               8.14626e+14                  0.706364               3.17007e-12
  -0.48549       400                  30.1117                    26.642               1.08143e-05               1.11712e+20              -8.66623e-10               1.07668e+15                  0.955522               3.18378e-12
  -0.48549       500                  30.1094                   26.7598               1.36232e-05               1.11445e+20              -7.80282e-10               1.32997e+15                   1.21945               3.19785e-12
  -0.48549       600                  30.1065                   26.9103               1.64689e-05               1.11101e+20              -7.37908e-10               1.57032e+15                   1.50188               3.21584e-12
  -0.48549       700                   30.103                   27.0968                1.9365e-05               1.10668e+20              -7.16447e-10               1.79453e+15                   1.80223               3.23812e-12
  -0.48549       800                  30.0987                   27.3164               2.22927e-05               1.10138e+20              -7.07494e-10                     2e+15                    2.1146               3.26438e-12
  -0.48549       900                  30.0938                   27.5622               2.52328e-05                1.0951e+20              -7.06909e-10               2.18502e+15                   2.43009               3.29375e-12
  -0.48549      1000                  30.0881                   27.8241               2.81674e-05               1.08786e+20              -7.11907e-10               2.34882e+15                   2.73926               3.32504e-12
  -0.48549      1100                  30.0819                   28.0907               3.10783e-05               1.07969e+20              -7.20447e-10               2.49143e+15                   3.03391                3.3569e-12
  -0.48549      1200                  30.0751                   28.3511               3.39462e-05               1.07067e+20               -7.3109e-10               2.61351e+15                   3.30784               3.38802e-12
  -0.48549      1300                  30.0679                   28.5958               3.67512e-05               1.06088e+20              -7.42873e-10               2.71611e+15                   3.55698               3.41726e-12
  -0.48549      1400                  30.0603                   28.8173               3.94727e-05               1.05039e+20              -7.55193e-10               2.80057e+15                   3.77919               3.44373e-12
 -0.483932       100                   30.073                   28.7176               2.47679e-06               1.31578e+20              -1.34625e-09               2.25037e+14                  0.196179               3.43182e-12
 -0.483932       200                  30.0724                   27.3831               5.94771e-06               1.14625e+20              -1.58572e-09               5.27861e+14                  0.460859               3.27234e-12
 -0.483932       300                  30.0712                   27.1768               8.73581e-06               1.12544e+20              -1.33216e-09               8.12858e+14                  0.720044               3.24769e-12
 -0.483932       400                  30.0693                   27.2344                1.1547e-05               1.12117e+20              -1.04083e-09               1.07815e+15                  0.979118               3.25457e-12
 -0.483932       500                  30.0669                   27.3589               1.44762e-05               1.11801e+20              -8.63514e-10               1.32981e+15                   1.25178               3.26945e-12
 -0.483932       600                  30.0637                   27.5247               1.74957e-05               1.11408e+20              -7.67107e-10               1.56708e+15                   1.54409               3.28927e-12
 -0.483932       700                  30.0598                   27.7295               2.05727e-05               1.10913e+20              -7.16812e-10               1.78739e+15                   1.85411               3.31374e-12
 -0.483932       800                  30.0552                   27.9687               2.36816e-05               1.10316e+20              -6.93166e-10               1.98835e+15                   2.17401               3.34233e-12
 -0.483932       900                  30.0499                   28.2332               2.68013e-05               1.09618e+20              -6.85552e-10               2.16846e+15                   2.49345               3.37394e-12
 -0.483932      1000                  30.0438                   28.5106               2.99117e-05               1.08823e+20              -6.87723e-10               2.32716e+15                   2.80241               3.40709e-12
 -0.483932      1100                  30.0371                   28.7879                3.2992e-05               1.07937e+20              -6.95785e-10               2.46473e+15                   3.09281               3.44023e-12
 -0.483932      1200                    30.03                   29.0532               3.60209e-05               1.06969e+20              -7.07264e-10               2.58201e+15                   3.35902               3.47193e-12
 -0.483932      1300                  30.0224                   29.2966               3.89766e-05               1.05926e+20              -7.20598e-10               2.68022e+15                   3.59778               3.50102e-12
 -0.483932      1400                  30.0145                   29.5108               4.18377e-05                1.0482e+20              -7.34825e-10               2.76077e+15                   3.80778                3.5266e-12
 -0.482374       100                  30.0281                   28.9355               2.10832e-05               1.04293e+20              -1.89696e-09               2.88219e+14                  0.256533               3.45786e-12
 -0.482374       200                  30.0291                   27.8493               9.94628e-06               1.11454e+20              -1.95443e-09               5.59786e+14                  0.498432               3.32806e-12
 -0.482374       300                   30.028                   27.7603               9.65932e-06               1.12414e+20              -1.38657e-09               8.21316e+14                  0.744242               3.31742e-12
 -0.482374       400                   30.026                   27.8597               1.22811e-05               1.12343e+20               -1.0618e-09               1.07974e+15                   1.00613                3.3293e-12
 -0.482374       500                  30.0233                   28.0061               1.53854e-05               1.12035e+20                -8.688e-10                1.3276e+15                   1.28726               3.34679e-12
 -0.482374       600                  30.0198                   28.1912               1.86078e-05               1.11588e+20              -7.56494e-10               1.56101e+15                   1.59008               3.36892e-12
 -0.482374       700                  30.0156                   28.4167               2.18789e-05               1.11024e+20              -6.95289e-10               1.77686e+15                   1.90988               3.39586e-12
 -0.482374       800                  30.0106                   28.6771               2.51746e-05               1.10352e+20               -6.6597e-10               1.97281e+15                   2.23649               3.42698e-12
 -0.482374       900                  30.0048                   28.9608               2.84762e-05               1.09579e+20              -6.56299e-10               2.14755e+15                   2.55829               3.46088e-12
 -0.482374      1000                  29.9983                   29.2528               3.17633e-05                1.0871e+20              -6.58575e-10               2.30078e+15                   2.86497               3.49577e-12
 -0.482374      1100                  29.9912                   29.5384               3.50135e-05               1.07752e+20              -6.67954e-10               2.43304e+15                   3.14889               3.52991e-12
 -0.482374      1200                  29.9836                   29.8049               3.82031e-05               1.06716e+20              -6.81393e-10               2.54536e+15                   3.40525               3.56176e-12
 -0.482374      1300                  29.9757                   30.0424               4.13089e-05                1.0561e+20              -6.96997e-10               2.63909e+15                   3.63175               3.59014e-12
 -0.482374      1400                  29.9675                    30.244               4.43083e-05               1.04446e+20              -7.13603e-10               2.71574e+15                     3.828               3.61423e-12
 -0.480817       100                  29.9886                   25.0374              -1.41467e-05               1.05781e+20              -5.97925e-09               2.83725e+14                  0.256375               2.99203e-12
 -0.480817       200                  29.9857                   27.7753               3.18051e-06               1.11648e+20               -1.4473e-09               5.60413e+14                  0.509263               3.31922e-12
 -0.480817       300                  29.9838                   28.3449               9.23802e-06               1.12593e+20              -1.05073e-09               8.22207e+14                  0.764026               3.38728e-12
 -0.480817       400                  29.9815                   28.5388               1.28966e-05               1.12514e+20              -8.98609e-10               1.07796e+15                   1.03396               3.41045e-12
 -0.480817       500                  29.9786                   28.7108               1.63567e-05               1.12148e+20              -7.76339e-10               1.32239e+15                   1.32563               3.43101e-12
 -0.480817       600                  29.9748                   28.9163               1.98179e-05               1.11624e+20               -6.9167e-10               1.55171e+15                   1.64007               3.45556e-12
 -0.480817       700                  29.9702                   29.1641               2.32922e-05               1.10979e+20              -6.42871e-10               1.76273e+15                   1.96958               3.48518e-12
 -0.480817       800                  29.9648                   29.4471               2.67775e-05               1.10227e+20              -6.20732e-10               1.95324e+15                   2.30169                 3.519e-12
 -0.480817       900                  29.9586                   29.7499               3.02624e-05               1.09375e+20              -6.16293e-10                2.1222e+15                   2.62382               3.55519e-12
 -0.480817      1000                  29.9516                   30.0548               3.37273e-05               1.08429e+20              -6.22915e-10               2.26964e+15                    2.9258               3.59162e-12
 -0.480817      1100                  29.9441                   30.3453               3.71479e-05                 1.074e+20              -6.36133e-10               2.39635e+15                   3.20079               3.62634e-12
 -0.480817      1200                  29.9361                   30.6083               4.04985e-05               1.06296e+20              -6.53061e-10               2.50358e+15                   3.44508               3.65776e-12
 -0.480817      1300                  29.9278                   30.8341               4.37539e-05               1.05128e+20               -6.7188e-10               2.59279e+15                   3.65746               3.68475e-12
 -0.480817      1400                  29.9194                    31.017               4.68905e-05               1.03907e+20              -6.91462e-10               2.66557e+15                   3.83855                3.7066e-12
 -0.479259       100                   29.941                   30.7314               4.15265e-06               1.30869e+20               4.75657e-09               2.27487e+14                  0.213269               3.67248e-12
 -0.479259       200                  29.9402                   29.2625               6.06111e-06                1.1492e+20               3.66673e-10               5.34039e+14                  0.501426               3.49694e-12
