#   Ef[Ry]      T[K]                  N[e/uc]        DOS(ef)[1/(Ha*uc)]                    S[V/K]   sigma/tau0[1/(ohm*m*s)]                RH[m**3/C]    kappae/tau0[W/(m*K*s)]             cv[J/(mol*K)]             chi[m**3/mol]
 0.0347737      1100                   21.984                   60.3077              -2.56297e-05               2.77939e+20              -6.48107e-10               6.27528e+15                   5.71543               7.20691e-12
 0.0347737      1200                  21.9738                   60.3366              -2.72549e-05               2.75702e+20              -6.36163e-10               6.66883e+15                   6.24092               7.21037e-12
 0.0347737      1300                  21.9641                   60.3622              -2.89215e-05               2.73417e+20              -6.22004e-10               7.04119e+15                   6.76716               7.21342e-12
 0.0347737      1400                  21.9546                   60.3859              -3.06008e-05               2.71102e+20              -6.06158e-10               7.39564e+15                   7.29278               7.21625e-12
 0.0363313       100                  21.9996                   61.1514              -6.54392e-06               3.11196e+20              -5.70614e-10                7.4755e+14                  0.564488               7.30774e-12
 0.0363313       200                  21.9936                   62.7985              -7.93749e-06               3.09458e+20              -5.80009e-10               1.47354e+15                   1.16922               7.50457e-12
 0.0363313       300                  21.9839                   63.5031              -9.73321e-06               3.07131e+20              -5.82483e-10               2.14154e+15                   1.70307               7.58877e-12
 0.0363313       400                  21.9719                   63.6476              -1.14146e-05               3.04315e+20              -5.87739e-10               2.77839e+15                   2.18038               7.60603e-12
 0.0363313       500                  21.9588                   63.4705              -1.29666e-05                3.0151e+20              -5.94061e-10               3.38262e+15                   2.64337               7.58487e-12
 0.0363313       600                  21.9457                   63.1539              -1.44679e-05               2.98757e+20              -6.00159e-10               3.95274e+15                    3.1147               7.54704e-12
 0.0363313       700                  21.9329                   62.8069              -1.59848e-05               2.96027e+20              -6.04956e-10               4.48917e+15                   3.60018               7.50557e-12
 0.0363313       800                  21.9208                   62.4819              -1.75684e-05               2.93297e+20              -6.07611e-10               4.99342e+15                   4.09945               7.46673e-12
 0.0363313       900                  21.9092                   62.1988              -1.92466e-05               2.90558e+20              -6.07571e-10               5.46733e+15                   4.61076                7.4329e-12
 0.0363313      1000                  21.8984                   61.9616              -2.10216e-05                2.8781e+20              -6.04592e-10               5.91275e+15                   5.13202               7.40455e-12
 0.0363313      1100                   21.888                   61.7675              -2.28744e-05               2.85058e+20              -5.98706e-10                6.3317e+15                   5.66095               7.38136e-12
 0.0363313      1200                  21.8781                   61.6116              -2.47729e-05               2.82312e+20              -5.90163e-10               6.72652e+15                   6.19508               7.36273e-12
 0.0363313      1300                  21.8686                   61.4882              -2.66806e-05               2.79579e+20              -5.79349e-10               7.09999e+15                   6.73197               7.34798e-12
 0.0363313      1400                  21.8593                   61.3918              -2.85632e-05               2.76868e+20              -5.66721e-10               7.45529e+15                   7.26931               7.33647e-12
  0.037889       100                   21.896                   66.4846              -2.99918e-06               3.32856e+20              -5.18078e-10               7.63064e+14                  0.584634               7.94507e-12
  0.037889       200                  21.8884                   67.4598              -4.20168e-06               3.24229e+20              -5.18297e-10               1.52423e+15                   1.23404                8.0616e-12
  0.037889       300                  21.8779                   68.0618              -5.45176e-06               3.20262e+20              -5.21585e-10               2.20912e+15                   1.75688               8.13354e-12
  0.037889       400                  21.8663                   67.8142              -6.97278e-06               3.16321e+20               -5.2801e-10               2.84983e+15                   2.20483               8.10396e-12
  0.037889       500                  21.8544                   67.0972              -8.57263e-06               3.12491e+20              -5.35468e-10               3.45162e+15                   2.64034               8.01827e-12
  0.037889       600                  21.8426                   66.2423              -1.02358e-05               3.08789e+20              -5.42742e-10               4.01721e+15                   3.09072               7.91611e-12
  0.037889       700                  21.8312                     65.42              -1.19973e-05               3.05196e+20              -5.48932e-10               4.54961e+15                   3.56179               7.81784e-12
  0.037889       800                  21.8201                   64.6964              -1.38834e-05               3.01692e+20              -5.53316e-10               5.05147e+15                   4.05251               7.73137e-12
  0.037889       900                  21.8096                   64.0864               -1.5895e-05               2.98267e+20              -5.55372e-10               5.52463e+15                   4.56046               7.65848e-12
  0.037889      1000                  21.7995                   63.5838              -1.80074e-05               2.94915e+20              -5.54812e-10               5.97044e+15                   5.08288               7.59841e-12
  0.037889      1100                  21.7898                    63.175              -2.01793e-05               2.91634e+20              -5.51584e-10               6.39033e+15                    5.6167               7.54956e-12
  0.037889      1200                  21.7805                   62.8455              -2.23629e-05               2.88422e+20               -5.4584e-10                6.7862e+15                   6.15857               7.51019e-12
  0.037889      1300                  21.7714                    62.582              -2.45131e-05               2.85279e+20              -5.37874e-10               7.16058e+15                   6.70511               7.47869e-12
  0.037889      1400                  21.7624                   62.3726              -2.65933e-05               2.82206e+20              -5.28063e-10               7.51655e+15                   7.25315               7.45367e-12
 0.0394467       100                  21.7826                   72.7355               2.60477e-06               3.42112e+20              -4.47305e-10               7.95903e+14                  0.667061               8.69205e-12
 0.0394467       200                  21.7741                   73.3518               7.75813e-07               3.34892e+20              -4.58609e-10                1.5741e+15                   1.27713               8.76571e-12
 0.0394467       300                  21.7643                   72.9946              -7.92651e-07               3.30602e+20              -4.65977e-10                2.2754e+15                   1.76952               8.72303e-12
 0.0394467       400                  21.7545                   71.8537              -2.40395e-06               3.26199e+20              -4.74064e-10               2.92283e+15                   2.20522               8.58668e-12
 0.0394467       500                  21.7448                   70.4243              -4.13897e-06               3.21799e+20              -4.82345e-10               3.52363e+15                   2.63325               8.41587e-12
 0.0394467       600                  21.7352                   69.0139              -6.02195e-06               3.17466e+20              -4.90273e-10               4.08528e+15                   3.07611               8.24732e-12
 0.0394467       700                  21.7258                   67.7553              -8.07912e-06               3.13234e+20              -4.97282e-10               4.61394e+15                   3.53973               8.09692e-12
 0.0394467       800                  21.7165                   66.6849              -1.03113e-05                3.0912e+20              -5.02816e-10               5.11351e+15                   4.02455               7.96899e-12
 0.0394467       900                  21.7073                   65.7961              -1.26877e-05               3.05133e+20                -5.064e-10               5.58585e+15                    4.5294               7.86278e-12
 0.0394467      1000                  21.6984                   65.0677              -1.51547e-05               3.01275e+20              -5.07721e-10               6.03183e+15                   5.05206               7.77574e-12
 0.0394467      1100                  21.6896                   64.4753              -1.76489e-05               2.97543e+20              -5.06655e-10               6.45232e+15                   5.58931               7.70495e-12
 0.0394467      1200                  21.6811                   63.9965              -2.01094e-05               2.93932e+20              -5.03266e-10               6.84881e+15                   6.13725               7.64773e-12
 0.0394467      1300                  21.6726                   63.6114              -2.24857e-05               2.90436e+20              -4.97761e-10               7.22365e+15                   6.69174               7.60171e-12
 0.0394467      1400                  21.6641                   63.3033              -2.47425e-05               2.87049e+20              -4.90439e-10               7.57993e+15                   7.24881               7.56489e-12
 0.0410043       100                  21.6571                   80.5569               1.95323e-06               3.46262e+20              -3.79927e-10               8.17315e+14                  0.684459               9.62673e-12
 0.0410043       200                  21.6501                   79.7102               4.01578e-06               3.41356e+20              -4.03503e-10               1.61905e+15                   1.27551               9.52555e-12
 0.0410043       300                  21.6436                   77.5787               3.21342e-06                3.3788e+20              -4.14993e-10               2.33858e+15                   1.75884               9.27083e-12
 0.0410043       400                  21.6374                    75.272                1.7465e-06               3.33709e+20              -4.24374e-10               2.99429e+15                   2.20216               8.99518e-12
 0.0410043       500                  21.6311                   73.1245              -3.58609e-08                 3.292e+20              -4.33125e-10               3.59588e+15                   2.63845               8.73855e-12
 0.0410043       600                  21.6244                   71.2473               -2.1095e-06               3.24565e+20              -4.41369e-10               4.15516e+15                   3.08312               8.51422e-12
 0.0410043       700                  21.6174                   69.6589              -4.46057e-06               3.19939e+20              -4.48882e-10               4.68132e+15                   3.54335                8.3244e-12
 0.0410043       800                  21.6102                    68.337              -7.04327e-06               3.15405e+20              -4.55266e-10               5.17939e+15                   4.02308               8.16643e-12
 0.0410043       900                  21.6028                   67.2467               -9.7832e-06               3.11008e+20              -4.60084e-10               5.65125e+15                   4.52395               8.03614e-12
 0.0410043      1000                  21.5953                   66.3525              -1.25925e-05               3.06766e+20              -4.62986e-10               6.09731e+15                   5.04514               7.92928e-12
 0.0410043      1100                  21.5877                   65.6224              -1.53859e-05               3.02683e+20              -4.63783e-10               6.51801e+15                   5.58379               7.84203e-12
 0.0410043      1200                    21.58                   65.0289              -1.80917e-05               2.98756e+20              -4.62455e-10                6.9146e+15                   6.13566               7.77111e-12
 0.0410043      1300                  21.5723                   64.5488              -2.06582e-05               2.94976e+20              -4.59134e-10               7.28937e+15                   6.69594               7.71373e-12
 0.0410043      1400                  21.5645                   64.1622              -2.30545e-05               2.91335e+20              -4.54045e-10                7.6455e+15                   7.25992               7.66753e-12
  0.042562       100                  21.5185                   89.4035               5.15283e-06               3.52035e+20                 -3.52e-10               8.13282e+14                  0.691513               1.06839e-11
  0.042562       200                   21.519                   84.4195               5.99654e-06               3.45078e+20              -3.59863e-10                1.6523e+15                   1.27753               1.00883e-11
  0.042562       300                  21.5183                    80.561               5.96077e-06               3.42596e+20              -3.68293e-10               2.39223e+15                   1.76303               9.62723e-12
  0.042562       400                   21.517                   77.4267                5.0244e-06               3.38985e+20              -3.77549e-10               3.05852e+15                   2.22334               9.25267e-12
  0.042562       500                  21.5146                   74.8589               3.39667e-06               3.34669e+20              -3.86328e-10               3.66378e+15                   2.67342               8.94581e-12
  0.042562       600                  21.5113                   72.7506                1.2259e-06               3.29995e+20              -3.94716e-10               4.22359e+15                   3.12199               8.69386e-12
  0.042562       700                   21.507                   71.0118              -1.37178e-06                 3.252e+20              -4.02681e-10               4.74965e+15                   3.57875               8.48607e-12
  0.042562       800                   21.502                   69.5728              -4.27049e-06               3.20436e+20              -4.09898e-10               5.24786e+15                   4.05221               8.31411e-12
  0.042562       900                  21.4965                   68.3807              -7.33633e-06               3.15787e+20              -4.15914e-10               5.72006e+15                   4.54736               8.17165e-12
  0.042562      1000                  21.4905                   67.3948              -1.04423e-05               3.11295e+20              -4.20321e-10               6.16636e+15                   5.06511               8.05383e-12
  0.042562      1100                  21.4842                   66.5823              -1.34821e-05               3.06975e+20              -4.22855e-10               6.58699e+15                   5.60304               7.95674e-12
  0.042562      1200                  21.4776                   65.9162               -1.6377e-05               3.02828e+20              -4.23428e-10               6.98317e+15                    6.1566               7.87713e-12
  0.042562      1300                  21.4708                    65.373               -1.9078e-05               2.98845e+20              -4.22103e-10               7.35732e+15                   6.72039               7.81222e-12
  0.042562      1400                  21.4637                   64.9325              -2.15617e-05               2.95017e+20              -4.19054e-10               7.71285e+15                   7.28899               7.75958e-12
 0.0441197       100                  21.3828                   87.1988               1.76224e-06               3.46885e+20              -3.23985e-10               8.46839e+14                  0.720283               1.04205e-11
 0.0441197       200                  21.3877                   84.4112               5.68577e-06               3.47246e+20              -3.15429e-10               1.67414e+15                   1.29852               1.00873e-11
 0.0441197       300                  21.3925                   80.8878               7.32203e-06               3.45474e+20              -3.23306e-10               2.43031e+15                    1.7998               9.66627e-12
 0.0441197       400                  21.3958                    77.868               7.21879e-06                3.4234e+20              -3.32044e-10               3.10971e+15                   2.28231                9.3054e-12
 0.0441197       500                  21.3973                   75.4246               5.91641e-06               3.38318e+20              -3.40559e-10               3.72239e+15                   2.74496               9.01341e-12
 0.0441197       600                  21.3971                    73.426               3.75051e-06               3.33768e+20              -3.49149e-10               4.28676e+15                   3.19467               8.77457e-12
 0.0441197       700                  21.3954                   71.7606               9.79955e-07               3.28981e+20              -3.57805e-10               4.81615e+15                   3.64559               8.57555e-12
 0.0441197       800                  21.3926                   70.3573               -2.1654e-06               3.24156e+20              -3.66124e-10               5.31687e+15                     4.111               8.40785e-12
 0.0441197       900                  21.3889                   69.1715              -5.48256e-06               3.19411e+20              -3.73546e-10               5.79069e+15                   4.59899               8.26615e-12
 0.0441197      1000                  21.3846                   68.1727              -8.80486e-06               3.14807e+20              -3.79567e-10               6.23765e+15                   5.11188               8.14679e-12
 0.0441197      1100                  21.3796                   67.3367              -1.20085e-05               3.10368e+20              -3.83852e-10               6.65808e+15                    5.6475               8.04689e-12
 0.0441197      1200                  21.3741                   66.6425              -1.50128e-05               3.06102e+20              -3.86258e-10               7.05345e+15                   6.20095               7.96393e-12
 0.0441197      1300                  21.3682                   66.0707              -1.77747e-05               3.02002e+20              -3.86807e-10               7.42654e+15                   6.76623                7.8956e-12
 0.0441197      1400                  21.3618                   65.6032              -2.02812e-05               2.98062e+20              -3.85638e-10               7.78116e+15                   7.33727               7.83973e-12
 0.0456774       100                  21.2548                   82.1846               1.88961e-06               3.60868e+20              -2.26812e-10               8.06269e+14                  0.641433               9.82125e-12
 0.0456774       200                   21.262                   80.7966               5.47453e-06                3.4912e+20              -2.69202e-10               1.67618e+15                   1.29035               9.65538e-12
 0.0456774       300                  21.2702                   78.6706               7.80098e-06               3.46899e+20              -2.78968e-10               2.45175e+15                   1.85379               9.40131e-12
 0.0456774       400                  21.2766                   76.6466               8.35887e-06               3.44045e+20              -2.86447e-10               3.14446e+15                   2.36897               9.15944e-12
 0.0456774       500                  21.2808                   74.8755               7.39475e-06                 3.403e+20              -2.94579e-10               3.76788e+15                   2.84316               8.94779e-12
 0.0456774       600                   21.283                   73.3191               5.29391e-06               3.35951e+20              -3.03769e-10               4.34128e+15                   3.29169                8.7618e-12
 0.0456774       700                  21.2835                   71.9365               2.43264e-06               3.31299e+20              -3.13698e-10               4.87797e+15                    3.7357               8.59658e-12
 0.0456774       800                  21.2827                   70.7083              -8.60639e-07               3.26559e+20              -3.23664e-10               5.38398e+15                   4.19307                8.4498e-12
 0.0456774       900                  21.2807                   69.6269              -4.31969e-06               3.21862e+20              -3.32895e-10               5.86098e+15                   4.67425               8.32057e-12
 0.0456774      1000                  21.2778                   68.6874              -7.74567e-06               3.17278e+20              -3.40767e-10               6.30922e+15                   5.18241               8.20831e-12
 0.0456774      1100                  21.2741                    67.883              -1.10047e-05                3.1284e+20              -3.46892e-10               6.72949e+15                   5.71535               8.11217e-12
 0.0456774      1200                  21.2697                   67.2036              -1.40192e-05               3.08556e+20              -3.51106e-10               7.12384e+15                   6.26775               8.03098e-12
 0.0456774      1300                  21.2647                   66.6369              -1.67557e-05               3.04428e+20              -3.53427e-10               7.49565e+15                   6.83308               7.96326e-12
 0.0456774      1400                  21.2591                   66.1693              -1.92123e-05                3.0045e+20              -3.53991e-10               7.84923e+15                   7.40476               7.90738e-12
  0.047235       100                  21.1365                   76.0858               4.18557e-06               3.45613e+20              -2.68869e-10               8.57556e+14                  0.619202               9.09243e-12
  0.047235       200                  21.1449                   75.2667               5.78021e-06               3.48225e+20              -2.35326e-10               1.68608e+15                   1.28474               8.99454e-12
  0.047235       300                  21.1536                   74.8829               7.73798e-06               3.46904e+20              -2.34353e-10               2.45983e+15                   1.90659               8.94868e-12
  0.047235       400                  21.1609                   74.3092               8.54259e-06               3.44274e+20              -2.39268e-10               3.16178e+15                   2.45746               8.88012e-12
  0.047235       500                  21.1664                   73.5285               7.78622e-06               3.40744e+20               -2.4744e-10               3.79819e+15                   2.94481               8.78683e-12
  0.047235       600                    21.17                   72.6175               5.75979e-06               3.36629e+20              -2.58151e-10               4.38483e+15                   3.39442               8.67796e-12
  0.047235       700                  21.1721                   71.6512               2.89224e-06               3.32208e+20               -2.7031e-10                4.9327e+15                   3.83489               8.56248e-12
  0.047235       800                  21.1727                   70.6919              -4.25819e-07               3.27677e+20              -2.82683e-10               5.44673e+15                   4.28796               8.44784e-12
  0.047235       900                  21.1722                   69.7854               -3.8886e-06                3.2316e+20              -2.94223e-10               5.92847e+15                   4.76567               8.33952e-12
  0.047235      1000                  21.1706                    68.961              -7.28102e-06               3.18721e+20               -3.0421e-10               6.37868e+15                   5.27148               8.24099e-12
  0.047235      1100                  21.1681                   68.2331              -1.04691e-05               3.14394e+20              -3.12254e-10               6.79899e+15                   5.80299               8.15402e-12
  0.047235      1200                  21.1647                   67.6056              -1.33837e-05               3.10192e+20               -3.1823e-10               7.19235e+15                   6.35457               8.07903e-12
  0.047235      1300                  21.1605                   67.0747              -1.60026e-05               3.06121e+20              -3.22195e-10               7.56294e+15                    6.9193               8.01558e-12
  0.047235      1400                  21.1556                    66.632               -1.8335e-05                3.0218e+20              -3.24318e-10               7.91566e+15                   7.49033               7.96268e-12
 0.0487927       100                  21.0318                   67.0396                1.8533e-06               3.58534e+20              -1.78405e-10               8.02291e+14                   0.57486               8.01139e-12
 0.0487927       200                  21.0368                   69.2656               4.99399e-06               3.47517e+20              -1.84108e-10               1.67575e+15                   1.27047               8.27739e-12
 0.0487927       300                  21.0432                   70.8407               7.04654e-06               3.45757e+20              -1.84458e-10               2.45232e+15                   1.93508               8.46563e-12
 0.0487927       400                  21.0493                   71.6661               7.82681e-06                3.4313e+20              -1.88954e-10               3.16174e+15                    2.5183               8.56426e-12
 0.0487927       500                  21.0546                   71.8541               7.10359e-06                3.3974e+20               -1.9883e-10               3.81317e+15                   3.02318               8.58673e-12
 0.0487927       600                  21.0586                   71.5949               5.13931e-06               3.35884e+20              -2.12653e-10                4.4165e+15                    3.4816               8.55575e-12
 0.0487927       700                  21.0615                   71.0663               2.35693e-06                3.3178e+20              -2.28288e-10               4.97865e+15                   3.92718               8.49259e-12
 0.0487927       800                  21.0632                   70.4053               -8.4515e-07               3.27574e+20              -2.43885e-10               5.50287e+15                   4.38398               8.41359e-12
 0.0487927       900                  21.0638                   69.7065              -4.15705e-06               3.23354e+20              -2.58172e-10               5.99061e+15                   4.86472               8.33009e-12
 0.0487927      1000                  21.0633                   69.0302              -7.36798e-06               3.19174e+20              -2.70432e-10               6.44346e+15                   5.37287               8.24927e-12
 0.0487927      1100                  21.0618                   68.4106              -1.03543e-05               3.15061e+20              -2.80368e-10               6.86417e+15                   5.90588               8.17522e-12
 0.0487927      1200                  21.0593                   67.8637              -1.30593e-05               3.11033e+20              -2.87965e-10               7.25683e+15                     6.458               8.10987e-12
 0.0487927      1300                  21.0558                   67.3937              -1.54723e-05               3.07097e+20              -2.93375e-10               7.62655e+15                    7.0223               8.05371e-12
 0.0487927      1400                  21.0516                   66.9977              -1.76114e-05               3.03261e+20              -2.96831e-10               7.97895e+15                   7.59197               8.00638e-12
 0.0503504       100                  20.9339                   62.7329               2.27651e-06               3.42416e+20               -9.6295e-11               8.49164e+14                  0.554039               7.49672e-12
 0.0503504       200                  20.9348                   65.4037               4.09186e-06               3.45093e+20               -1.2635e-10               1.66663e+15                   1.23795                7.8159e-12
 0.0503504       300                  20.9374                   67.8581               5.83747e-06               3.43441e+20              -1.28548e-10               2.42945e+15                   1.92325                8.1092e-12
 0.0503504       400                  20.9411                   69.4881               6.28268e-06               3.40602e+20              -1.35392e-10               3.14644e+15                   2.53153               8.30399e-12
 0.0503504       500                  20.9451                   70.3097               5.43244e-06               3.37327e+20              -1.49756e-10               3.81468e+15                   3.05896               8.40217e-12
 0.0503504       600                  20.9489                   70.5247               3.53356e-06               3.33796e+20              -1.68758e-10               4.43678e+15                   3.53709               8.42787e-12
 0.0503504       700                  20.9521                   70.3485               9.38398e-07                3.3011e+20              -1.89117e-10               5.01499e+15                   3.99993               8.40681e-12
 0.0503504       800                  20.9544                   69.9526              -2.00335e-06               3.26338e+20               -2.0853e-10                5.5506e+15                   4.47144               8.35949e-12
 0.0503504       900                  20.9558                    69.457              -5.01304e-06               3.22526e+20              -2.25721e-10                6.0451e+15                   4.96398               8.30028e-12
 0.0503504      1000                  20.9561                   68.9394              -7.90318e-06               3.18705e+20              -2.40154e-10               6.50109e+15                    5.4808               8.23842e-12
 0.0503504      1100                  20.9554                   68.4453              -1.05689e-05               3.14897e+20               -2.5175e-10               6.92266e+15                   6.01939               8.17937e-12
 0.0503504      1200                  20.9536                   67.9986              -1.29679e-05                3.1112e+20               -2.6068e-10               7.31516e+15                   6.57429               8.12599e-12
 0.0503504      1300                  20.9508                   67.6091              -1.50997e-05                3.0739e+20              -2.67229e-10               7.68472e+15                   7.13896               8.07944e-12
 0.0503504      1400                  20.9471                   67.2775              -1.69886e-05               3.03719e+20              -2.71721e-10               8.03765e+15                   7.70703               8.03981e-12
 0.0519081       100                  20.8359                   62.7925              -9.21419e-08               3.53573e+20              -1.19956e-10               8.06336e+14                  0.545088               7.50385e-12
 0.0519081       200                  20.8342                   64.4757               3.36482e-06               3.43258e+20              -7.06546e-11               1.62621e+15                   1.20481                 7.705e-12
 0.0519081       300                  20.8336                   66.5804               4.24459e-06               3.39609e+20               -6.7859e-11               2.39438e+15                   1.87744               7.95651e-12
 0.0519081       400                  20.8348                   68.2201                4.0206e-06               3.36549e+20              -8.07989e-11               3.12111e+15                   2.49573               8.15246e-12
 0.0519081       500                  20.8374                   69.1897                2.9639e-06               3.33528e+20               -1.0314e-10               3.80632e+15                   3.04747               8.26832e-12
 0.0519081       600                  20.8406                   69.6001               1.17293e-06                3.3046e+20               -1.2925e-10               4.44726e+15                   3.55528               8.31737e-12
 0.0519081       700                  20.8438                   69.6259              -1.13307e-06               3.27318e+20              -1.55041e-10               5.04157e+15                    4.0476               8.32046e-12
 0.0519081       800                  20.8465                   69.4209              -3.69016e-06               3.24091e+20               -1.7827e-10               5.58863e+15                    4.5452               8.29596e-12
 0.0519081       900                  20.8484                    69.098              -6.27415e-06               3.20783e+20               -1.9802e-10                  6.09e+15                   5.05875               8.25737e-12
 0.0519081      1000                  20.8493                   68.7323              -8.73355e-06               3.17404e+20              -2.14151e-10                6.5494e+15                   5.59097               8.21367e-12
 0.0519081      1100                  20.8492                   68.3696              -1.09874e-05               3.13974e+20               -2.2691e-10               6.97234e+15                    6.1396               8.17033e-12
 0.0519081      1200                  20.8479                   68.0348              -1.30087e-05               3.10514e+20              -2.36704e-10               7.36546e+15                   6.69982               8.13031e-12
 0.0519081      1300                  20.8456                   67.7391              -1.48053e-05               3.07046e+20              -2.43972e-10               7.73586e+15                   7.26596               8.09498e-12
 0.0519081      1400                  20.8424                   67.4854              -1.64047e-05               3.03591e+20              -2.49129e-10               8.09053e+15                    7.8325               8.06466e-12
 0.0534657       100                  20.7347                   65.0005               5.18578e-06               3.48692e+20               3.67398e-11               7.71569e+14                  0.563615               7.76771e-12
 0.0534657       200                   20.732                   65.6042               3.19585e-06               3.36191e+20               9.21031e-12                1.6021e+15                   1.18862               7.83985e-12
 0.0534657       300                  20.7295                   66.8254               2.09429e-06               3.33423e+20              -3.99545e-12               2.36065e+15                   1.81406               7.98579e-12
 0.0534657       400                  20.7291                    67.869               1.20529e-06                3.3087e+20              -3.04696e-11               3.09224e+15                   2.42556               8.11051e-12
 0.0534657       500                  20.7307                   68.5531               1.89784e-08               3.28429e+20              -6.39522e-11               3.79216e+15                   2.99904               8.19226e-12
 0.0534657       600                  20.7334                   68.8899              -1.59346e-06               3.26028e+20              -9.79015e-11                  4.45e+15                   3.54215                8.2325e-12
 0.0534657       700                  20.7365                   68.9629              -3.53641e-06               3.23567e+20              -1.28667e-10               5.05879e+15                   4.07288               8.24122e-12
 0.0534657       800                  20.7394                   68.8657              -5.63139e-06               3.20986e+20              -1.54805e-10               5.61615e+15                   4.60563                8.2296e-12
 0.0534657       900                  20.7416                   68.6756              -7.71528e-06               3.18258e+20              -1.76135e-10               6.12384e+15                   5.14782               8.20689e-12
 0.0534657      1000                  20.7429                   68.4471              -9.67876e-06               3.15385e+20              -1.93069e-10               6.58668e+15                   5.70116               8.17959e-12
 0.0534657      1100                  20.7431                   68.2147               -1.1468e-05               3.12387e+20               -2.0623e-10               7.01153e+15                   6.26364               8.15181e-12
 0.0534657      1200                  20.7423                   67.9975              -1.30716e-05               3.09289e+20              -2.16256e-10                7.4062e+15                   6.83142               8.12585e-12
 0.0534657      1300                  20.7403                   67.8045              -1.45045e-05               3.06125e+20              -2.23722e-10               7.77872e+15                   7.40004               8.10279e-12
 0.0534657      1400                  20.7373                   67.6382              -1.57957e-05               3.02924e+20              -2.29114e-10               8.13662e+15                   7.96517               8.08292e-12
 0.0550234       100                  20.6306                   66.6566              -8.22168e-07               3.12221e+20               9.41325e-11               8.38838e+14                  0.603851               7.96562e-12
 0.0550234       200                  20.6263                   67.8216               2.62792e-08                3.2571e+20               8.60373e-11               1.58746e+15                   1.16604               8.10484e-12
 0.0550234       300                  20.6237                   67.9621              -8.12501e-07               3.25398e+20               5.11388e-11               2.32573e+15                   1.74652               8.12162e-12
 0.0550234       400                  20.6231                   68.0941              -1.81074e-06               3.23803e+20               6.47347e-12               3.06273e+15                   2.34409                8.1374e-12
 0.0550234       500                  20.6244                   68.2499              -2.96874e-06               3.22264e+20              -3.83832e-11               3.77522e+15                   2.93377               8.15602e-12
 0.0550234       600                   20.627                   68.3453              -4.36113e-06                3.2073e+20              -7.85574e-11               4.44675e+15                   3.51217               8.16742e-12
 0.0550234       700                  20.6301                    68.359              -5.92515e-06               3.19071e+20              -1.12252e-10                5.0671e+15                   4.08495               8.16906e-12
 0.0550234       800                  20.6331                    68.308              -7.54255e-06               3.17209e+20              -1.39405e-10                5.6327e+15                   4.65768               8.16296e-12
 0.0550234       900                  20.6355                   68.2188              -9.10895e-06               3.15109e+20              -1.60745e-10               6.14561e+15                   5.23305                8.1523e-12
 0.0550234      1000                   20.637                   68.1139              -1.05603e-05               3.12777e+20              -1.77245e-10               6.61169e+15                   5.81102               8.13977e-12
 0.0550234      1100                  20.6375                   68.0087              -1.18726e-05               3.10238e+20               -1.8985e-10               7.03898e+15                   6.38975                8.1272e-12
 0.0550234      1200                  20.6368                   67.9118              -1.30509e-05               3.07529e+20               -1.9937e-10               7.43633e+15                   6.96646               8.11561e-12
 0.0550234      1300                   20.635                   67.8267              -1.41175e-05               3.04693e+20               -2.0646e-10               7.81245e+15                    7.5381               8.10544e-12
 0.0550234      1400                  20.6321                   67.7537              -1.51017e-05               3.01771e+20              -2.11633e-10               8.17532e+15                   8.10176               8.09673e-12
 0.0565811       100                  20.5174                   72.8655              -2.18744e-06               3.42397e+20               1.63242e-10               6.99161e+14                   0.56314               8.70759e-12
 0.0565811       200                  20.5166                   70.5514               -2.7983e-06               3.19135e+20               1.40777e-10               1.51144e+15                    1.1365               8.43106e-12
 0.0565811       300                  20.5162                   69.1162              -3.50211e-06               3.16438e+20               7.94133e-11                2.2849e+15                   1.69673               8.25955e-12
 0.0565811       400                  20.5167                    68.378              -4.45555e-06               3.15832e+20               1.97865e-11               3.03455e+15                    2.2754               8.17133e-12
 0.0565811       500                  20.5186                    68.016              -5.56994e-06               3.15426e+20              -3.17094e-11                3.7572e+15                   2.87342               8.12806e-12
 0.0565811       600                  20.5214                   67.8456              -6.78006e-06               3.14889e+20              -7.37754e-11                4.4384e+15                   3.48259               8.10771e-12
 0.0565811       700                  20.5247                   67.7709              -8.00963e-06               3.14093e+20               -1.0693e-10               5.06663e+15                   4.09594               8.09878e-12
 0.0565811       800                  20.5278                   67.7444              -9.18673e-06               3.12972e+20              -1.32477e-10               5.63784e+15                   4.70882               8.09561e-12
 0.0565811       900                  20.5302                   67.7434              -1.02649e-05               3.11509e+20              -1.51906e-10               6.15454e+15                   5.31811               8.09549e-12
 0.0565811      1000                  20.5317                   67.7564              -1.12283e-05               3.09718e+20              -1.66575e-10               6.62356e+15                   5.92143               8.09705e-12
 0.0565811      1100                  20.5321                   67.7774              -1.20849e-05               3.07639e+20              -1.77605e-10                7.0539e+15                   6.51686               8.09955e-12
 0.0565811      1200                  20.5314                   67.8021               -1.2858e-05               3.05323e+20              -1.85866e-10               7.45517e+15                   7.10262               8.10251e-12
