#   Ef[Ry]      T[K]                  N[e/uc]        DOS(ef)[1/(Ha*uc)]                    S[V/K]   sigma/tau0[1/(ohm*m*s)]                RH[m**3/C]    kappae/tau0[W/(m*K*s)]             cv[J/(mol*K)]             chi[m**3/mol]
 -0.580882       100                  30.6357                   21.2019               1.31114e-05               9.67591e+19               -2.3528e-08                2.1797e+14                  0.163524               2.25517e-12
 -0.580882       200                  30.6364                   19.9113               9.45205e-07               9.44877e+19              -6.39969e-09               4.63216e+14                  0.346377                2.1179e-12
 -0.580882       300                   30.636                   19.8102              -6.65632e-07               9.45983e+19              -2.66159e-09               6.93462e+14                  0.521736               2.10714e-12
 -0.580882       400                  30.6354                   19.8628              -1.84555e-07               9.46317e+19              -1.78487e-09               9.21361e+14                  0.698335               2.11274e-12
 -0.580882       500                  30.6346                   19.9118               1.29026e-07                9.4603e+19              -1.50856e-09               1.14576e+15                  0.876822               2.11795e-12
 -0.580882       600                  30.6338                   19.9542               2.63792e-07               9.45305e+19              -1.38044e-09               1.36519e+15                   1.05773               2.12245e-12
 -0.580882       700                  30.6327                   19.9952                3.4223e-07               9.44173e+19              -1.30086e-09               1.57867e+15                   1.24231               2.12682e-12
 -0.580882       800                  30.6314                   20.0384               4.25574e-07                9.4265e+19              -1.24253e-09               1.78524e+15                   1.43217               2.13141e-12
 -0.580882       900                    30.63                   20.0861               5.37444e-07               9.40755e+19              -1.19584e-09               1.98369e+15                   1.62888               2.13649e-12
 -0.580882      1000                  30.6283                   20.1401               6.85878e-07               9.38502e+19              -1.15669e-09               2.17261e+15                   1.83351               2.14223e-12
 -0.580882      1100                  30.6264                   20.2016               8.72944e-07               9.35893e+19              -1.12311e-09               2.35052e+15                   2.04633               2.14877e-12
 -0.580882      1200                  30.6242                   20.2713               1.09793e-06               9.32927e+19              -1.09402e-09                 2.516e+15                   2.26662               2.15619e-12
 -0.580882      1300                  30.6217                   20.3493               1.35821e-06               9.29595e+19              -1.06878e-09               2.66785e+15                    2.4928               2.16448e-12
 -0.580882      1400                  30.6189                    20.435               1.64946e-06               9.25889e+19               -1.0469e-09               2.80518e+15                   2.72256                2.1736e-12
 -0.579314       100                  30.6065                    18.433              -1.08217e-05               8.64832e+19               1.66624e-08               2.61186e+14                   0.19515               1.96065e-12
 -0.579314       200                  30.6052                   19.8465              -3.30508e-06               9.56692e+19               2.14346e-09               4.75754e+14                  0.355218                 2.111e-12
 -0.579314       300                  30.6045                   20.0528              -8.41157e-07               9.62048e+19                 1.095e-10               6.98028e+14                  0.523746               2.13295e-12
 -0.579314       400                  30.6039                   20.0798               -9.1979e-08               9.59929e+19              -4.96613e-10               9.29681e+14                  0.702821               2.13582e-12
 -0.579314       500                  30.6031                   20.1073               2.10586e-07               9.58436e+19              -7.65601e-10               1.15873e+15                  0.884782               2.13874e-12
 -0.579314       600                  30.6022                   20.1438               3.79374e-07               9.57284e+19               -9.0761e-10               1.38198e+15                    1.0689               2.14263e-12
 -0.579314       700                  30.6011                    20.186               5.17756e-07               9.56009e+19                 -9.85e-10               1.59856e+15                   1.25664               2.14711e-12
 -0.579314       800                  30.5997                   20.2329               6.64967e-07               9.54426e+19              -1.02443e-09               1.80768e+15                    1.4499               2.15211e-12
 -0.579314       900                  30.5982                   20.2854               8.37278e-07               9.52481e+19               -1.0406e-09                2.0082e+15                   1.65041               2.15769e-12
 -0.579314      1000                  30.5964                   20.3448               1.04244e-06               9.50162e+19              -1.04262e-09               2.19871e+15                   1.85924                 2.164e-12
 -0.579314      1100                  30.5944                   20.4121               1.28457e-06               9.47464e+19              -1.03638e-09                2.3777e+15                    2.0765               2.17116e-12
 -0.579314      1200                  30.5921                   20.4879               1.56537e-06               9.44381e+19              -1.02571e-09               2.54379e+15                   2.30127               2.17922e-12
 -0.579314      1300                  30.5895                   20.5723               1.88416e-06               9.40907e+19              -1.01304e-09               2.69579e+15                   2.53171                2.1882e-12
 -0.579314      1400                  30.5866                   20.6645               2.23799e-06               9.37032e+19              -9.99879e-10               2.83285e+15                   2.76528               2.19801e-12
 -0.577745       100                  30.5738                   20.8778              -6.55633e-06               1.14567e+20               1.05148e-08               1.98286e+14                  0.147739                2.2207e-12
 -0.577745       200                  30.5731                   20.5354              -8.64507e-07               1.00025e+20               5.52849e-09               4.53474e+14                  0.337887               2.18428e-12
 -0.577745       300                  30.5726                   20.3542               3.60077e-07               9.77458e+19               1.90748e-09               7.01035e+14                  0.524856               2.16501e-12
 -0.577745       400                  30.5721                   20.3028                3.6397e-07               9.72072e+19               5.08644e-10               9.39999e+14                  0.709329               2.15954e-12
 -0.577745       500                  30.5713                   20.3117               3.99429e-07               9.70133e+19              -1.33392e-10               1.17238e+15                  0.894032               2.16049e-12
 -0.577745       600                  30.5703                   20.3448               5.24255e-07               9.68858e+19              -4.86002e-10               1.39833e+15                   1.08079                 2.164e-12
 -0.577745       700                  30.5691                   20.3883               6.97508e-07               9.67501e+19              -6.94266e-10               1.61742e+15                   1.27156               2.16863e-12
 -0.577745       800                  30.5677                   20.4385               9.00531e-07               9.65841e+19              -8.18259e-10               1.82878e+15                   1.46838               2.17397e-12
 -0.577745       900                  30.5661                   20.4954               1.13065e-06               9.63813e+19              -8.90156e-10               2.03114e+15                   1.67297               2.18003e-12
 -0.577745      1000                  30.5642                     20.56                1.3915e-06               9.61397e+19              -9.29459e-10               2.22302e+15                   1.88628                2.1869e-12
 -0.577745      1100                  30.5621                   20.6332               1.68803e-06               9.58584e+19               -9.4852e-10               2.40288e+15                   2.10822               2.19468e-12
 -0.577745      1200                  30.5597                   20.7154               2.02395e-06               9.55364e+19              -9.55259e-10               2.56933e+15                   2.33759               2.20343e-12
 -0.577745      1300                  30.5569                   20.8065               2.40052e-06               9.51727e+19              -9.54758e-10               2.72123e+15                   2.57227               2.21311e-12
 -0.577745      1400                  30.5539                   20.9055               2.81614e-06               9.47668e+19               -9.5026e-10               2.85778e+15                    2.8095               2.22365e-12
 -0.576176       100                  30.5387                   22.5767               1.94661e-05               9.77819e+19              -9.94698e-10               2.37362e+14                  0.178659               2.40141e-12
 -0.576176       200                  30.5404                   20.8913               6.31834e-06               9.82791e+19               1.45692e-09               4.79113e+14                  0.356292               2.22213e-12
 -0.576176       300                  30.5404                   20.5384               1.78316e-06               9.82205e+19               1.49632e-09               7.18081e+14                  0.536795                2.1846e-12
 -0.576176       400                  30.5399                   20.4959               7.15181e-07               9.81629e+19               8.07213e-10               9.54577e+14                  0.719702               2.18008e-12
 -0.576176       500                  30.5391                   20.5166               5.45127e-07               9.80967e+19               2.09244e-10               1.18699e+15                  0.904898               2.18228e-12
 -0.576176       600                  30.5381                   20.5552               6.62428e-07               9.79983e+19               -2.0746e-10               1.41428e+15                   1.09353               2.18638e-12
 -0.576176       700                  30.5368                   20.6021               8.80529e-07               9.78622e+19              -4.80851e-10               1.63525e+15                   1.28721               2.19138e-12
 -0.576176       800                  30.5354                   20.6559               1.13955e-06               9.76874e+19              -6.55125e-10                1.8485e+15                   1.48775               2.19709e-12
 -0.576176       900                  30.5336                   20.7171               1.42513e-06               9.74732e+19              -7.63582e-10               2.05246e+15                   1.69669                2.2036e-12
 -0.576176      1000                  30.5317                   20.7869               1.73913e-06                9.7219e+19              -8.29131e-10               2.24548e+15                   1.91476               2.21102e-12
 -0.576176      1100                  30.5294                   20.8661                2.0879e-06               9.69235e+19              -8.67076e-10               2.42597e+15                   2.14159               2.21945e-12
 -0.576176      1200                  30.5269                    20.955               2.47725e-06               9.65854e+19              -8.87523e-10               2.59252e+15                   2.37564                2.2289e-12
 -0.576176      1300                   30.524                    21.053               2.91027e-06               9.62037e+19                -8.971e-10               2.74404e+15                   2.61451               2.23933e-12
 -0.576176      1400                  30.5208                   21.1592                3.3866e-06               9.57775e+19              -9.00126e-10               2.87981e+15                   2.85518               2.25062e-12
 -0.574607       100                  30.5093                   18.5598              -5.94189e-06               8.81434e+19              -1.30006e-08               2.54438e+14                  0.188197               1.97414e-12
 -0.574607       200                  30.5086                   20.2011               4.29648e-07               9.65812e+19              -1.01629e-09               5.03112e+14                  0.373702               2.14871e-12
 -0.574607       300                  30.5082                   20.5675               6.85588e-07                9.8624e+19               7.97577e-10               7.35294e+14                  0.549756                2.1877e-12
 -0.574607       400                  30.5075                   20.6709               4.69783e-07               9.90907e+19               6.91082e-10               9.68636e+14                  0.730579               2.19869e-12
 -0.574607       500                  30.5066                   20.7282               5.43811e-07               9.91554e+19               2.69006e-10               1.20072e+15                  0.916127               2.20478e-12
 -0.574607       600                  30.5055                   20.7774               7.76805e-07               9.90806e+19              -1.02341e-10               1.42915e+15                   1.10675               2.21002e-12
 -0.574607       700                  30.5042                   20.8285               1.07095e-06               9.89385e+19              -3.71271e-10               1.65183e+15                   1.30356               2.21546e-12
 -0.574607       800                  30.5026                   20.8857               1.38991e-06               9.87503e+19              -5.53699e-10               1.86679e+15                   1.50811               2.22153e-12
 -0.574607       900                  30.5008                   20.9511               1.72776e-06               9.85212e+19              -6.73413e-10               2.07212e+15                   1.72172               2.22849e-12
 -0.574607      1000                  30.4987                   21.0262               2.09074e-06               9.82514e+19              -7.49981e-10               2.26603e+15                   1.94483               2.23648e-12
 -0.574607      1100                  30.4964                   21.1116               2.48825e-06               9.79392e+19               -7.9763e-10               2.44686e+15                   2.17671               2.24557e-12
 -0.574607      1200                  30.4937                   21.2075               2.92844e-06               9.75829e+19               -8.2626e-10               2.61322e+15                   2.41549               2.25576e-12
 -0.574607      1300                  30.4906                   21.3129               3.41607e-06               9.71811e+19              -8.42612e-10               2.76409e+15                   2.65843               2.26697e-12
 -0.574607      1400                  30.4873                   21.4264               3.95187e-06               9.67328e+19              -8.51221e-10               2.89881e+15                   2.90227               2.27905e-12
 -0.573039       100                  30.4776                   20.2185              -6.85258e-06               1.07717e+20               8.29489e-09               2.14439e+14                  0.160178               2.15057e-12
 -0.573039       200                  30.4764                   20.4974              -3.08152e-06               1.00101e+20               1.87075e-09               4.86916e+14                  0.363072               2.18023e-12
 -0.573039       300                  30.4756                   20.7653              -8.29245e-07               1.00043e+20               8.59351e-10               7.38243e+14                  0.552917               2.20873e-12
 -0.573039       400                  30.4747                   20.8945               9.53385e-09               1.00245e+20               4.59515e-10               9.77087e+14                  0.738113               2.22248e-12
 -0.573039       500                  30.4737                   20.9636               5.01277e-07               1.00252e+20               1.24496e-10               1.21176e+15                  0.926395               2.22982e-12
 -0.573039       600                  30.4726                   21.0161               9.07107e-07               1.00145e+20               -1.5278e-10               1.44237e+15                   1.12007               2.23541e-12
 -0.573039       700                  30.4712                    21.069               1.28735e-06               9.99781e+19              -3.64286e-10               1.66703e+15                   1.32062               2.24103e-12
 -0.573039       800                  30.4695                   21.1287               1.66194e-06               9.97693e+19              -5.17035e-10               1.88361e+15                   1.52962               2.24738e-12
 -0.573039       900                  30.4676                   21.1982               2.04496e-06               9.95216e+19              -6.23355e-10               2.09011e+15                   1.74824               2.25478e-12
 -0.573039      1000                  30.4654                   21.2788               2.45061e-06               9.92335e+19              -6.95308e-10               2.28462e+15                   1.97665               2.26335e-12
 -0.573039      1100                  30.4629                   21.3709               2.89214e-06               9.89025e+19               -7.4284e-10               2.46548e+15                   2.21372               2.27315e-12
 -0.573039      1200                    30.46                   21.4741               3.37993e-06               9.85259e+19              -7.73518e-10               2.63134e+15                   2.45721               2.28412e-12
 -0.573039      1300                  30.4568                   21.5872                3.9201e-06                9.8102e+19              -7.92847e-10               2.78124e+15                   2.70404               2.29615e-12
 -0.573039      1400                  30.4533                   21.7084               4.51412e-06               9.76297e+19               -8.0471e-10               2.91462e+15                   2.95071               2.30904e-12
  -0.57147       100                  30.4433                   21.9437               5.73594e-06               1.01882e+20               2.87861e-09               2.48719e+14                  0.184936               2.33408e-12
  -0.57147       200                  30.4432                   21.2008              -8.79158e-07               1.01953e+20               1.88246e-09               4.94649e+14                  0.368719               2.25505e-12
  -0.57147       300                  30.4424                   21.1421              -9.71399e-07               1.01716e+20               4.95587e-10               7.39419e+14                  0.554835               2.24881e-12
  -0.57147       400                  30.4415                   21.1859               -5.5809e-08               1.01534e+20               2.29703e-11               9.81931e+14                  0.743627               2.25347e-12
  -0.57147       500                  30.4405                   21.2288               6.17066e-07               1.01363e+20              -1.77126e-10               1.22058e+15                  0.936049               2.25804e-12
  -0.57147       600                  30.4392                   21.2727               1.12016e-06               1.01179e+20              -3.18792e-10               1.45416e+15                   1.13376                2.2627e-12
  -0.57147       700                  30.4377                   21.3237               1.55346e-06               1.00972e+20              -4.37555e-10               1.68097e+15                   1.33864               2.26813e-12
  -0.57147       800                   30.436                   21.3853               1.96492e-06               1.00738e+20              -5.34162e-10               1.89906e+15                   1.55251               2.27468e-12
  -0.57147       900                   30.434                   21.4591               2.38091e-06               1.00469e+20              -6.08495e-10               2.10643e+15                   1.77649               2.28253e-12
  -0.57147      1000                  30.4317                   21.5456                 2.821e-06               1.00161e+20              -6.63204e-10               2.30121e+15                   2.01041               2.29173e-12
  -0.57147      1100                   30.429                   21.6449               3.30111e-06               9.98097e+19              -7.02221e-10               2.48175e+15                   2.25275               2.30229e-12
  -0.57147      1200                   30.426                   21.7559                3.8331e-06                9.9411e+19              -7.29453e-10               2.64677e+15                   2.50085                2.3141e-12
  -0.57147      1300                  30.4226                   21.8771               4.42387e-06               9.89632e+19               -7.4821e-10               2.79538e+15                   2.75131               2.32699e-12
  -0.57147      1400                  30.4188                   22.0062               5.07513e-06                9.8465e+19               -7.6107e-10               2.92713e+15                   3.00039               2.34072e-12
 -0.569901       100                  30.4103                   20.9213              -5.04844e-06               1.02263e+20              -7.45183e-10               2.54774e+14                  0.189199               2.22533e-12
 -0.569901       200                  30.4094                    21.513               -1.8504e-06               1.03551e+20              -7.07002e-10               5.01284e+14                  0.374423               2.28826e-12
 -0.569901       300                  30.4087                   21.5274              -3.72602e-07               1.03208e+20              -7.43842e-10               7.41795e+14                  0.558184                2.2898e-12
 -0.569901       400                  30.4078                   21.5038               4.13066e-07               1.02728e+20              -6.54479e-10               9.87001e+14                  0.750089               2.28728e-12
 -0.569901       500                  30.4067                   21.5116               9.76947e-07               1.02402e+20              -5.71329e-10               1.22915e+15                  0.946669               2.28811e-12
 -0.569901       600                  30.4054                    21.543               1.44717e-06               1.02148e+20              -5.43101e-10               1.46539e+15                   1.14862               2.29145e-12
 -0.569901       700                  30.4039                   21.5916               1.87859e-06               1.01906e+20               -5.5493e-10               1.69403e+15                    1.3581               2.29663e-12
 -0.569901       800                  30.4021                   21.6556               2.30083e-06               1.01648e+20              -5.84428e-10               1.91325e+15                   1.57713               2.30343e-12
 -0.569901       900                  30.3999                   21.7343               2.73544e-06               1.01359e+20              -6.17479e-10               2.12111e+15                    1.8067                2.3118e-12
 -0.569901      1000                  30.3975                   21.8276               3.20135e-06               1.01031e+20              -6.47578e-10               2.31576e+15                   2.04629               2.32172e-12
 -0.569901      1100                  30.3946                   21.9347               3.71485e-06               1.00657e+20               -6.7261e-10               2.49559e+15                   2.29391               2.33312e-12
 -0.569901      1200                  30.3914                   22.0542               4.28812e-06               1.00235e+20              -6.92519e-10               2.65938e+15                   2.54645               2.34583e-12
 -0.569901      1300                  30.3879                    22.184               4.92812e-06                9.9761e+19              -7.08043e-10               2.80637e+15                   2.80017               2.35963e-12
 -0.569901      1400                  30.3839                   22.3213               5.63624e-06               9.92352e+19              -7.20116e-10               2.93619e+15                   3.05116               2.37423e-12
 -0.568333       100                  30.3754                   22.3225              -2.81955e-06               1.11952e+20              -3.37388e-09               2.41233e+14                  0.181264               2.37437e-12
 -0.568333       200                  30.3749                   22.0681               5.60765e-07                1.0585e+20              -3.34862e-09               4.93466e+14                  0.370689               2.34731e-12
 -0.568333       300                  30.3744                   21.8802               1.11361e-06               1.04265e+20               -2.0226e-09               7.46019e+14                  0.563801               2.32732e-12
 -0.568333       400                  30.3736                    21.803               1.22718e-06               1.03641e+20              -1.28687e-09                9.9509e+14                  0.759804               2.31911e-12
 -0.568333       500                  30.3726                   21.7937               1.49633e-06                1.0329e+20              -9.27099e-10               1.23915e+15                  0.959669               2.31811e-12
 -0.568333       600                  30.3712                   21.8208               1.85492e-06               1.03021e+20              -7.54198e-10               1.47682e+15                   1.16539                 2.321e-12
 -0.568333       700                  30.3696                   21.8709               2.24743e-06               1.02765e+20              -6.74941e-10                1.7065e+15                   1.37942               2.32633e-12
 -0.568333       800                  30.3677                   21.9394               2.66096e-06               1.02492e+20              -6.43368e-10               1.92627e+15                   1.60377               2.33361e-12
 -0.568333       900                  30.3654                   22.0246                3.1029e-06               1.02185e+20              -6.35854e-10               2.13412e+15                   1.83912               2.34268e-12
 -0.568333      1000                  30.3628                   22.1258               3.58795e-06               1.01837e+20              -6.39958e-10               2.32819e+15                   2.08446               2.35344e-12
 -0.568333      1100                  30.3598                   22.2417               4.13111e-06               1.01441e+20              -6.49127e-10               2.50688e+15                   2.33728               2.36577e-12
 -0.568333      1200                  30.3564                   22.3704                 4.744e-06               1.00993e+20              -6.59986e-10               2.66906e+15                   2.59399               2.37946e-12
 -0.568333      1300                  30.3526                   22.5091               5.43292e-06               1.00492e+20              -6.70893e-10               2.81407e+15                   2.85054               2.39421e-12
 -0.568333      1400                  30.3485                   22.6548               6.19848e-06               9.99365e+19               -6.8114e-10               2.94166e+15                   3.10282               2.40971e-12
 -0.566764       100                   30.339                   23.2776               1.03852e-05               1.08346e+20              -1.03053e-08               2.40785e+14                  0.181573               2.47596e-12
 -0.566764       200                  30.3399                     22.34               4.99303e-06               1.04765e+20              -4.24665e-09               5.06795e+14                  0.382355               2.37622e-12
 -0.566764       300                  30.3397                    22.102               2.43116e-06               1.04427e+20              -2.35813e-09               7.59262e+14                  0.576816               2.35091e-12
 -0.566764       400                   30.339                   22.0569               1.91228e-06               1.04228e+20               -1.5226e-09               1.00691e+15                  0.773427               2.34611e-12
 -0.566764       500                   30.338                   22.0665               1.99201e-06               1.04018e+20              -1.11383e-09               1.25055e+15                  0.975211               2.34713e-12
 -0.566764       600                  30.3366                   22.1038               2.27109e-06               1.03793e+20              -8.91406e-10               1.48839e+15                   1.18422                2.3511e-12
 -0.566764       700                  30.3349                   22.1615               2.62779e-06               1.03546e+20               -7.6283e-10               1.71829e+15                   1.40277               2.35724e-12
 -0.566764       800                  30.3329                   22.2375               3.02845e-06               1.03266e+20              -6.89092e-10               1.93801e+15                    1.6326               2.36533e-12
 -0.566764       900                  30.3305                   22.3311               3.47325e-06               1.02944e+20              -6.49604e-10               2.14535e+15                    1.8739               2.37528e-12
 -0.566764      1000                  30.3277                   22.4416               3.97445e-06               1.02576e+20              -6.31502e-10               2.33835e+15                   2.12504               2.38703e-12
 -0.566764      1100                  30.3245                   22.5673               4.54606e-06               1.02156e+20              -6.26332e-10               2.51547e+15                    2.3829                2.4004e-12
 -0.566764      1200                  30.3209                   22.7058               5.19878e-06               1.01682e+20              -6.28612e-10               2.67565e+15                   2.64343               2.41514e-12
 -0.566764      1300                  30.3169                    22.854               5.93788e-06               1.01151e+20              -6.34905e-10               2.81833e+15                   2.90224                2.4309e-12
 -0.566764      1400                  30.3125                   23.0082               6.76271e-06               1.00565e+20              -6.43149e-10                2.9434e+15                   3.15511               2.44731e-12
 -0.565195       100                  30.3055                   21.2861                2.1459e-06               9.59802e+19                3.4365e-09               2.65401e+14                  0.199502               2.26412e-12
 -0.565195       200                  30.3054                   21.9703               1.64444e-06               1.02804e+20              -1.55546e-09               5.27618e+14                  0.399886                2.3369e-12
 -0.565195       300                  30.3049                   22.2078               1.94676e-06               1.04441e+20              -1.51059e-09               7.72408e+14                  0.590642               2.36216e-12
 -0.565195       400                  30.3041                   22.2872               2.11778e-06               1.04709e+20              -1.30482e-09               1.01832e+15                  0.787952               2.37061e-12
 -0.565195       500                   30.303                   22.3393               2.33992e-06               1.04654e+20              -1.10863e-09               1.26153e+15                  0.992047               2.37615e-12
 -0.565195       600                  30.3015                    22.396               2.63791e-06               1.04486e+20              -9.35769e-10               1.49925e+15                   1.20464               2.38218e-12
 -0.565195       700                  30.2997                   22.4658               2.98868e-06               1.04254e+20              -8.00943e-10               1.72897e+15                   1.42805               2.38961e-12
 -0.565195       800                  30.2975                   22.5519               3.38473e-06               1.03969e+20              -7.06964e-10                1.9482e+15                   1.66369               2.39877e-12
 -0.565195       900                   30.295                   22.6557               3.83452e-06               1.03634e+20              -6.47821e-10               2.15456e+15                   1.91114               2.40981e-12
 -0.565195      1000                   30.292                   22.7768               4.35309e-06               1.03245e+20              -6.14671e-10               2.34607e+15                   2.16809               2.42269e-12
 -0.565195      1100                  30.2886                   22.9133               4.95494e-06                 1.028e+20              -5.99299e-10               2.52119e+15                   2.43076               2.43721e-12
 -0.565195      1200                  30.2848                   23.0625                5.6501e-06               1.02297e+20              -5.95323e-10               2.67899e+15                   2.69463               2.45307e-12
 -0.565195      1300                  30.2805                   23.2204               6.44251e-06               1.01736e+20              -5.98251e-10                 2.819e+15                   2.95504               2.46988e-12
 -0.565195      1400                  30.2759                   23.3832               7.32997e-06               1.01116e+20              -6.05116e-10               2.94126e+15                   3.20769               2.48719e-12
 -0.563626       100                  30.2722                   21.0979              -1.25363e-05               1.07711e+20              -1.37869e-09               2.46906e+14                   0.19056               2.24411e-12
 -0.563626       200                  30.2706                   22.1526              -2.14537e-06                1.0535e+20                7.0332e-10               5.11936e+14                   0.39211                2.3563e-12
 -0.563626       300                  30.2697                   22.4388               1.23103e-06                1.0522e+20               -4.5559e-10               7.73619e+14                  0.596594               2.38674e-12
 -0.563626       400                  30.2687                   22.5542               2.12335e-06               1.05308e+20              -9.63702e-10               1.02538e+15                  0.800476               2.39901e-12
 -0.563626       500                  30.2675                   22.6322               2.57307e-06               1.05274e+20              -1.01561e-09               1.27026e+15                    1.0089                2.4073e-12
 -0.563626       600                  30.2659                   22.7057               2.94308e-06               1.05126e+20              -9.11883e-10               1.50842e+15                   1.22613               2.41512e-12
 -0.563626       700                   30.264                    22.788               3.31237e-06               1.04897e+20              -7.88701e-10               1.73798e+15                   1.45511               2.42388e-12
 -0.563626       800                  30.2617                   22.8855               3.71455e-06               1.04605e+20               -6.9027e-10               1.95648e+15                   1.69705               2.43425e-12
 -0.563626       900                  30.2589                   23.0007               4.17524e-06               1.04252e+20              -6.23761e-10               2.16152e+15                   1.95091               2.44651e-12
 -0.563626      1000                  30.2558                   23.1335               4.71599e-06               1.03841e+20              -5.84249e-10               2.35112e+15                   2.21363               2.46063e-12
 -0.563626      1100                  30.2521                   23.2818               5.35301e-06               1.03369e+20              -5.64413e-10               2.52385e+15                   2.48078               2.47641e-12
 -0.563626      1200                  30.2481                   23.4421               6.09577e-06               1.02835e+20              -5.57785e-10               2.67888e+15                   2.74741               2.49346e-12
 -0.563626      1300                  30.2436                   23.6101               6.94672e-06                1.0224e+20              -5.59509e-10               2.81591e+15                   3.00865               2.51133e-12
 -0.563626      1400                  30.2387                   23.7813                7.9018e-06               1.01585e+20              -5.66233e-10               2.93509e+15                   3.26016               2.52953e-12
 -0.562058       100                  30.2341                   24.4855               9.93251e-06               1.16769e+20               6.19719e-09               2.24689e+14                  0.172785               2.60444e-12
 -0.562058       200                  30.2346                   22.9921               2.97239e-06               1.06856e+20               1.76351e-09                 5.093e+14                  0.392964               2.44559e-12
 -0.562058       300                  30.2339                    22.819               1.76744e-06               1.06048e+20              -2.79309e-10               7.75382e+14                   0.60359               2.42717e-12
 -0.562058       400                  30.2328                   22.8794               2.25951e-06                1.0598e+20              -9.04108e-10               1.02979e+15                  0.812246                2.4336e-12
 -0.562058       500                  30.2315                   22.9578                2.7778e-06               1.05893e+20              -9.57094e-10               1.27648e+15                   1.02569               2.44194e-12
 -0.562058       600                  30.2298                   23.0398               3.20151e-06               1.05724e+20              -8.51188e-10               1.51548e+15                   1.24855               2.45066e-12
 -0.562058       700                  30.2277                   23.1324                3.5923e-06               1.05481e+20              -7.31134e-10               1.74498e+15                   1.48394               2.46051e-12
 -0.562058       800                  30.2253                   23.2412               4.00691e-06               1.05171e+20              -6.37232e-10               1.96258e+15                   1.73275               2.47209e-12
 -0.562058       900                  30.2223                   23.3687               4.48567e-06               1.04797e+20               -5.7452e-10               2.16597e+15                   1.99325               2.48565e-12
 -0.562058      1000                  30.2189                   23.5143               5.05628e-06               1.04359e+20              -5.37732e-10               2.35328e+15                   2.26163               2.50113e-12
 -0.562058      1100                  30.2151                   23.6751               5.73636e-06               1.03857e+20              -5.19853e-10               2.52324e+15                   2.53284               2.51824e-12
 -0.562058      1200                  30.2107                    23.847               6.53452e-06                1.0329e+20              -5.14789e-10               2.67515e+15                   2.80152               2.53652e-12
 -0.562058      1300                   30.206                    24.025               7.45135e-06               1.02659e+20              -5.17943e-10               2.80889e+15                   3.06267               2.55546e-12
 -0.562058      1400                  30.2008                   24.2042                8.4807e-06               1.01967e+20              -5.26098e-10               2.92474e+15                   3.31203               2.57451e-12
 -0.560489       100                  30.1989                   22.3961               2.90971e-06               9.38287e+19               1.47624e-09               2.92582e+14                  0.226017                2.3822e-12
 -0.560489       200                  30.1984                    23.022               1.53202e-06               1.05418e+20              -9.95325e-10               5.34563e+14                    0.4163               2.44877e-12
 -0.560489       300                  30.1976                   23.1703                1.7683e-06               1.06645e+20              -1.42435e-09               7.80919e+14                  0.614403               2.46454e-12
 -0.560489       400                  30.1964                   23.2436               2.42404e-06               1.06642e+20              -1.17971e-09               1.03301e+15                  0.824482               2.47234e-12
 -0.560489       500                  30.1949                   23.3171               2.98192e-06               1.06488e+20              -9.29923e-10               1.28076e+15                     1.043               2.48016e-12
 -0.560489       600                  30.1931                   23.4015               3.42249e-06               1.06273e+20              -7.49384e-10               1.52053e+15                   1.27224               2.48914e-12
 -0.560489       700                  30.1909                    23.502               3.82337e-06               1.05999e+20              -6.27036e-10               1.74986e+15                   1.51479               2.49983e-12
 -0.560489       800                  30.1882                   23.6221               4.25286e-06               1.05664e+20              -5.47996e-10               1.96632e+15                   1.77097               2.51259e-12
 -0.560489       900                  30.1851                   23.7625               4.75802e-06               1.05263e+20              -5.00499e-10               2.16772e+15                   2.03826               2.52753e-12
 -0.560489      1000                  30.1815                   23.9216               5.36893e-06               1.04796e+20              -4.75429e-10               2.35236e+15                   2.31205               2.54446e-12
 -0.560489      1100                  30.1773                   24.0956               6.10289e-06               1.04261e+20              -4.65811e-10               2.51915e+15                   2.58672               2.56296e-12
 -0.560489      1200                  30.1727                   24.2793               6.96675e-06               1.03657e+20              -4.66463e-10               2.66761e+15                   2.85659               2.58251e-12
 -0.560489      1300                  30.1677                   24.4672               7.95883e-06               1.02988e+20              -4.73662e-10               2.79777e+15                   3.11662               2.60249e-12
 -0.560489      1400                  30.1622                   24.6538               9.07064e-06               1.02256e+20              -4.84829e-10               2.91009e+15                   3.36271               2.62233e-12
  -0.55892       100                  30.1634                   22.4693              -1.09909e-05               1.17008e+20              -7.67826e-09               2.32993e+14                  0.185071               2.38998e-12
  -0.55892       200                  30.1617                   23.4231              -1.38157e-06                1.0851e+20              -6.03016e-09               5.15858e+14                  0.407313               2.49143e-12
